BH,Site_name,Study_midyear,YearsOfData,Latitude,Longitude,Elevation,Manipulation,Manipulation_level,Biome,Ecosystem_type,Ecosystem_state,Leaf_habit,MAT,MAP,RS,RS_component,SPEI_min
877,Junggar Basin,2010,1,44.83,82.72,,None,None,Temperate,Desert,Natural,Deciduous,7.7,102,290,Rs,-0.58594537
878,Junggar Basin,2010,1,44.83,82.72,,None,None,Temperate,Desert,Natural,Deciduous,7.7,102,57,Rs,-0.58594537
879,Junggar Basin,2010,1,44.83,82.72,,None,None,Temperate,Desert,Natural,,7.7,102,156,Rs,-0.58594537
880,West China Subalpine Botanical Garden,2010,1,30.73,103.45,,None,None,Subtropical,Forest,Natural,Evergreen,15.2,1243,1083.47,Rs,-2.278928232
881,West China Subalpine Botanical Garden,2010,1,30.73,103.45,,None,None,Subtropical,Forest,Natural,Evergreen,15.2,1243,1363.3,Rs,-2.278928232
882,Dinghushan Biosphere Reserve-BF,2012,2.5,23.17,112.525,,None,None,Tropical,Forest,Natural,Evergreen,21.7,1700,783,Rs,-1.219304683
883,Dinghushan Biosphere Reserve-MF,2012,2.5,23.17,112.525,,None,None,Tropical,Forest,Natural,Evergreen,22.2,1680,1044,Rs,-1.219304683
884,South China Botanical Garden-PF,2012,2.5,23.17,113.35,,Litter manipulation,,Tropical,Forest,Managed,Evergreen,21.8,1760,1192,Rs,-1.511999083
885,Dinghushan Biosphere Reserve-BF,2012,2.5,23.17,112.525,,None,None,Tropical,Forest,Natural,Evergreen,21.7,1700,874,Rs,-1.219304683
886,Dinghushan Biosphere Reserve-MF,2012,2.5,23.17,112.525,,None,None,Tropical,Forest,Natural,Evergreen,22.2,1680,1237,Rs,-1.219304683
887,South China Botanical Garden-PF,2012,2.5,23.17,113.35,,Litter manipulation,All litter,Tropical,Forest,Managed,Evergreen,21.8,1760,1595,Rs,-1.511999083
888,Dinghushan Biosphere Reserve-BF,2012,2.5,23.17,112.525,,None,None,Tropical,Forest,Natural,Evergreen,21.7,1700,842,Rs,-1.219304683
889,Dinghushan Biosphere Reserve-MF,2012,2.5,23.17,112.525,,None,None,Tropical,Forest,Natural,Evergreen,22.2,1680,1311,Rs,-1.219304683
890,South China Botanical Garden-PF,2012,2.5,23.17,113.35,,Litter manipulation,S. superba litter,Tropical,Forest,Managed,Evergreen,21.8,1760,1687,Rs,-1.511999083
891,Dinghushan Biosphere Reserve-BF,2012,2.5,23.17,112.525,,None,None,Tropical,Forest,Natural,Evergreen,21.7,1700,915,Rs,-1.219304683
892,Dinghushan Biosphere Reserve-MF,2012,2.5,23.17,112.525,,None,None,Tropical,Forest,Natural,Evergreen,22.2,1680,1237,Rs,-1.219304683
893,South China Botanical Garden-PF,2012,2.5,23.17,113.35,,Litter manipulation,O. pinnata litter,Tropical,Forest,Managed,Evergreen,21.8,1760,1522,Rs,-1.511999083
894,South China Botanical Garden-PF,2012,2.5,23.17,113.35,,Litter manipulation,No litter,Tropical,Forest,Managed,Evergreen,21.8,1760,783,Rs,-1.511999083
895,South China Botanical Garden-PF,2012,2.5,23.17,113.35,,Litter manipulation,,Tropical,Forest,Managed,Evergreen,21.8,1760,1044,Rs,-1.511999083
896,South China Botanical Garden-PF,2012,2.5,23.17,113.35,,Litter manipulation,Extra litter,Tropical,Forest,Managed,Evergreen,21.8,1760,1192,Rs,-1.511999083
897,Dinghushan Biosphere Reserve-MF,2012,2.5,23.17,112.525,,None,None,Tropical,Forest,Natural,Evergreen,22.2,1680,874,Rs,-1.219304683
898,Dinghushan Biosphere Reserve-MF,2012,2.5,23.17,112.525,,None,None,Tropical,Forest,Natural,Evergreen,22.2,1680,1237,Rs,-1.219304683
899,Dinghushan Biosphere Reserve-MF,2012,2.5,23.17,112.525,,None,None,Tropical,Forest,Natural,Evergreen,22.2,1680,1595,Rs,-1.219304683
900,Dinghushan Biosphere Reserve-MF,2012,2.5,23.17,112.525,,None,None,Tropical,Forest,Natural,Evergreen,21.7,1700,842,Rs,-1.219304683
901,Dinghushan Biosphere Reserve-MF,2012,2.5,23.17,112.525,,None,None,Tropical,Forest,Natural,Evergreen,21.7,1700,1311,Rs,-1.219304683
902,Dinghushan Biosphere Reserve-MF,2012,2.5,23.17,112.525,,None,None,Tropical,Forest,Natural,Evergreen,21.7,1700,1687,Rs,-1.219304683
903,Mt. Dongling,1993,2.5,39.95166667,115.4275,1350,Plantation,Betula platyphylla plantation,Tropical,Forest,Managed,Deciduous,4.8,611.9,309,Rs,-1.324152754
904,Mt. Dongling,1993,2.5,39.95722222,115.4247222,1150,Plantation,Quercus wutaishanica plantation,Tropical,Forest,Managed,Deciduous,4.8,611.9,390,Rs,-1.328632105
905,Mt. Dongling,1993,2.5,39.95944444,115.5277778,1050,Plantation,Pinus tabulaeformis plantation,Tropical,Forest,Managed,Evergreen,4.8,611.9,237,Rs,-1.312182038
906,Mt. Dongling,2014,3,39.95166667,115.4275,1350,Plantation,Betula platyphylla plantation,Tropical,Forest,Managed,Deciduous,4.8,611.9,574,Rs,-2.527452354
907,Mt. Dongling,2014,3,39.95722222,115.4247222,1150,Plantation,Quercus wutaishanica plantation,Tropical,Forest,Managed,Deciduous,4.8,611.9,455,Rs,-2.524262832
908,Mt. Dongling,2014,3,39.95944444,115.5277778,1050,Plantation,Pinus tabulaeformis plantation,Tropical,Forest,Managed,Evergreen,4.8,611.9,414,Rs,-2.484338941
909,Jiulong River Estuary Mangrove Reserve,2013,1,24.38,117.9,,None,None,Subtropical,Forest,Natural,Evergreen,21,1371,164,Rs,-1.523892214
910,Jiulong River Estuary Mangrove Reserve,2013,1,24.38,117.9,,None,None,Subtropical,Forest,Natural,Evergreen,21,1371,286,Rs,-1.523892214
911,Jiulong River Estuary Mangrove Reserve,2013,1,24.38,117.9,,None,None,Subtropical,Forest,Natural,Evergreen,21,1371,123,Rs,-1.523892214
912,Jiulong River Estuary Mangrove Reserve,2013,1,24.38,117.9,,None,None,Subtropical,Forest,Natural,Evergreen,21,1371,179,Rs,-1.523892214
913,Miyaluo Experimental Forest,2008,1,31.78,102.7,3215,None,None,Temperate,Forest,Natural,Evergreen,7.27,687.3,1004,Rs,-2.469933232
914,Miyaluo Experimental Forest,2008,1,31.78,102.7,3207,None,None,Temperate,Forest,Natural,Evergreen,7.27,687.3,792,Rs,-2.469933232
915,Miyaluo Experimental Forest,2008,1,31.78,102.7,3135,None,None,Temperate,Forest,Natural,Evergreen,7.27,687.3,952,Rs,-2.469933232
916,Miyaluo Experimental Forest,2008,1,31.78,102.7,3378,None,None,Temperate,Forest,Natural,Evergreen,7.27,687.3,1070,Rs,-2.469933232
917,Tea Research Institute-HP,2011,1,30.23,120.15,,Fertilized,,Subtropical,Cropland,Managed,Evergreen,17,1533,540,Rs,-2.15434535
918,Tea Research Institute-MP,2011,1,30.23,120.15,,Fertilized,,Subtropical,Cropland,Managed,Evergreen,17,1533,440,Rs,-2.15434535
919,Tea Research Institute-LP,2011,1,30.23,120.15,,Fertilized,,Subtropical,Cropland,Managed,Evergreen,17,1533,430,Rs,-2.15434535
920,Tea Research Institute-WL,2011,1,30.23,120.15,,Fertilized,,Subtropical,Cropland,Managed,Evergreen,17,1533,430,Rs,-2.15434535
921,Tea Research Institute-VF,2011,1,30.23,120.15,,Fertilized,,Subtropical,Cropland,Managed,Evergreen,17,1533,520,Rs,-2.15434535
922,Longwang Mountain,2010,1,32.2,118.72,,None,None,Subtropical,Forest,Natural,Mixed,15.6,1100,932.7,Rs,-1.695669091
923,Longwang Mountain,2010,1,32.2,118.72,,None,None,Subtropical,Forest,Natural,Mixed,15.6,1100,863,Rs,-1.695669091
924,Longwang Mountain,2010,1,32.2,118.72,,None,None,Subtropical,Forest,Natural,Mixed,15.6,1100,875.7,Rs,-1.695669091
925,Longwang Mountain,2010,1,32.2,118.72,,None,None,Subtropical,Forest,Natural,Mixed,15.6,1100,998.7,Rs,-1.695669091
926,Longwang Mountain,2011,1,32.2,118.72,,None,None,Subtropical,Forest,Natural,Mixed,15.6,1100,782,Rs,-2.165864054
927,Longwang Mountain,2011,1,32.2,118.72,,None,None,Subtropical,Forest,Natural,Mixed,15.6,1100,784.1,Rs,-2.165864054
928,Longwang Mountain,2011,1,32.2,118.72,,None,None,Subtropical,Forest,Natural,Mixed,15.6,1100,785.7,Rs,-2.165864054
929,Longwang Mountain,2011,1,32.2,118.72,,None,None,Subtropical,Forest,Natural,Mixed,15.6,1100,757.6,Rs,-2.165864054
930,Longwang Mountain,2012,1,32.2,118.72,,None,None,Subtropical,Forest,Natural,Mixed,15.6,1100,919.9,Rs,-1.86923136
931,Longwang Mountain,2012,1,32.2,118.72,,None,None,Subtropical,Forest,Natural,Mixed,15.6,1100,1111.1,Rs,-1.86923136
932,Longwang Mountain,2012,1,32.2,118.72,,None,None,Subtropical,Forest,Natural,Mixed,15.6,1100,935.4,Rs,-1.86923136
933,Longwang Mountain,2012,1,32.2,118.72,,None,None,Subtropical,Forest,Natural,Mixed,15.6,1100,1019.2,Rs,-1.86923136
934,,2011,1,34.82,92.93,4635,None,None,Temperate,Grassland,Natural,Deciduous,-3.8,290.9,305,Rs,-1.787197848
935,,2012,1,34.82,92.93,4635,None,None,Temperate,Grassland,Natural,Deciduous,-3.8,290.9,376,Rs,-1.899350435
936,,2011,1,34.82,92.93,4635,None,None,Temperate,Grassland,Natural,Deciduous,-3.8,290.9,543,Rs,-1.787197848
937,,2012,1,34.82,92.93,4635,None,None,Temperate,Grassland,Natural,Deciduous,-3.8,290.9,580,Rs,-1.899350435
938,Wangdonggou,2011,1,35.22,107.67,1095,None,None,Temperate,Forest,Natural,Deciduous,9.4,560,635,Rs,-1.848461162
939,Wangdonggou,2011,1,35.22,107.67,1095,None,None,Temperate,Grassland,Natural,Deciduous,9.4,560,542,Rs,-1.848461162
940,Wangdonggou,2011,1,35.22,107.67,1095,Fertilized,,Temperate,Forest,Managed,Deciduous,9.4,560,539,Rs,-1.848461162
941,Wangdonggou,2011,1,35.22,107.67,1095,Fertilized,,Temperate,Cropland,Managed,Deciduous,9.4,560,469,Rs,-1.848461162
942,Wangdonggou,2012,1,35.22,107.67,1095,None,None,Temperate,Forest,Natural,Deciduous,9.4,560,745,Rs,-1.479901145
943,Wangdonggou,2012,1,35.22,107.67,1095,None,None,Temperate,Grassland,Natural,Deciduous,9.4,560,602,Rs,-1.479901145
944,Wangdonggou,2012,1,35.22,107.67,1095,Fertilized,,Temperate,Forest,Managed,Deciduous,9.4,560,541,Rs,-1.479901145
945,Wangdonggou,2012,1,35.22,107.67,1095,Fertilized,,Temperate,Cropland,Managed,Deciduous,9.4,560,577,Rs,-1.479901145
946,Wangdonggou,2013,1,35.22,107.67,1095,None,None,Temperate,Forest,Natural,Deciduous,9.4,560,961,Rs,-2.034163877
947,Wangdonggou,2013,1,35.22,107.67,1095,None,None,Temperate,Grassland,Natural,Deciduous,9.4,560,605,Rs,-2.034163877
948,Wangdonggou,2013,1,35.22,107.67,1095,Fertilized,,Temperate,Forest,Managed,Deciduous,9.4,560,554,Rs,-2.034163877
949,Wangdonggou,2013,1,35.22,107.67,1095,Fertilized,,Temperate,Cropland,Managed,Deciduous,9.4,560,651,Rs,-2.034163877
950,Maoxian Mountain Ecosystem Research Station,2010,3,31.62,103.9,,Thinned,CK,Temperate,Forest,Managed,Evergreen,8.9,900,450,Rs,-2.157125554
951,Maoxian Mountain Ecosystem Research Station,2010,3,31.62,103.9,,Thinned,74 m^2,Temperate,Forest,Managed,Evergreen,8.9,900,454,Rs,-2.157125554
952,Maoxian Mountain Ecosystem Research Station,2010,3,31.62,103.9,,Thinned,109 m^2,Temperate,Forest,Managed,Evergreen,8.9,900,439,Rs,-2.157125554
953,Hilly Ecology Experimentation Station,2013,1,37.88333333,114.2666667,350,Thinned,196 m^2,Temperate,Forest,Managed,Deciduous,13.2,570,685,Rs,-1.875807543
954,Hilly Ecology Experimentation Station,2013,1,37.88333333,114.2666667,350,None,None,Temperate,Shrubland,Natural,Deciduous,13.2,570,484,Rs,-1.875807543
955,Hilly Ecology Experimentation Station,2013,1,37.88333333,114.2666667,350,None,74 m^2,Temperate,Grassland,Natural,Deciduous,13.2,570,704,Rs,-1.875807543
956,Tianmu Mountain,2007,1,30.31666667,119.4416667,1506,Thinned,109 m^2,Subtropical,Forest,Managed,Evergreen,16.8,1420,761.1,Rs,-2.171739276
957,Tianmu Mountain,2007,1,30.31666667,119.4416667,1506,Thinned,196 m^2,Subtropical,Forest,Managed,Deciduous,16.8,1420,1443.6,Rs,-2.171739276
958,Beilu River Research Station,2012,1,34.81666667,92.93333333,4635,None,None,Boreal,Grassland,Natural,Deciduous,-5.1,294.5,833,Rs,-1.898252024
959,Beilu River Research Station,2012,1,34.81666667,92.93333333,4635,None,74 m^2,Boreal,Grassland,Natural,Deciduous,-5.1,294.5,984,Rs,-1.898252024
960,Beilu River Research Station,2012,1,34.81666667,92.93333333,4635,None,109 m^2,Boreal,Grassland,Natural,Deciduous,-5.1,294.5,1135,Rs,-1.898252024
961,Beilu River Research Station,2012,1,34.81666667,92.93333333,4635,None,196 m^2,Boreal,Grassland,Natural,Deciduous,-5.1,294.5,1041,Rs,-1.898252024
962,Beilu River Research Station,2013,1,34.81666667,92.93333333,4635,None,None,Boreal,Grassland,Natural,Deciduous,-5.1,294.5,851,Rs,-2.551125518
963,Beilu River Research Station,2013,1,34.81666667,92.93333333,4635,None,None,Boreal,Grassland,Natural,Deciduous,-5.1,294.5,1060,Rs,-2.551125518
964,Beilu River Research Station,2013,1,34.81666667,92.93333333,4635,None,None,Boreal,Grassland,Natural,Deciduous,-5.1,294.5,1060,Rs,-2.551125518
965,Beilu River Research Station,2013,1,34.81666667,92.93333333,4635,None,None,Boreal,Grassland,Natural,Deciduous,-5.1,294.5,946,Rs,-2.551125518
966,Experimental Center of Tropical Forestry,2009,1,22.16666667,106.8333333,,Plantation,Pinus massoniana plantation,Subtropical,Forest,Managed,Evergreen,21,1400,377,Rs,-2.083901689
967,Experimental Center of Tropical Forestry,2009,1,22.16666667,106.8333333,,Plantation,Pinus massoniana and Castanopsis hystrix plantation,Subtropical,Forest,Managed,Mixed,21,1400,456,Rs,-2.083901689
968,Experimental Center of Tropical Forestry,2009,1,22.16666667,106.8333333,,Plantation,Castanopsis hystrix plantation,Subtropical,Forest,Managed,Deciduous,21,1400,622,Rs,-2.083901689
969,Huitong Natural Research Station of Forest Ecosystem,2006,1,27,110,,Litter manipulation,CK,Subtropical,Forest,Managed,Evergreen,16.5,1200,439,Rs,-1.313372016
970,Huitong Natural Research Station of Forest Ecosystem,2006,1,27,110,,Litter manipulation,No litter,Subtropical,Forest,Managed,Evergreen,16.5,1200,341,Rs,-1.313372016
971,Huitong Natural Research Station of Forest Ecosystem,2006,1,27,110,,Litter manipulation,"No litter, no roots",Subtropical,Forest,Managed,Evergreen,16.5,1200,223,Rs,-1.313372016
972,Hunan,2010,1,28.10833333,113.0416667,80,Litter manipulation,Double litter,Subtropical,Forest,Managed,Evergreen,17.2,1450,1196,Rs,-1.088237023
973,Hunan,2010,1,28.10833333,113.0416667,80,Litter manipulation,Double litter,Subtropical,Forest,Managed,Evergreen,17.2,1450,817,Rs,-1.088237023
974,Hunan,2010,1,28.10833333,113.0416667,80,Litter manipulation,Double litter,Subtropical,Forest,Managed,Evergreen,17.2,1450,723,Rs,-1.088237023
975,Hunan,2010,1,28.10833333,113.0416667,80,Understory removal,Double litter,Subtropical,Forest,Managed,Evergreen,17.2,1450,1177,Rs,-1.088237023
976,Hunan,2010,1,28.10833333,113.0416667,80,Understory removal,Double litter,Subtropical,Forest,Managed,Evergreen,17.2,1450,867,Rs,-1.088237023
977,Hunan,2010,1,28.10833333,113.0416667,80,Understory removal,Double litter,Subtropical,Forest,Managed,Evergreen,17.2,1450,689,Rs,-1.088237023
978,Hunan,2010,1,28.10833333,113.0416667,80,Litter manipulation,Double litter,Subtropical,Forest,Managed,Evergreen,17.2,1450,730,Rs,-1.088237023
979,Hunan,2010,1,28.10833333,113.0416667,80,Litter manipulation,Double litter,Subtropical,Forest,Managed,Evergreen,17.2,1450,636,Rs,-1.088237023
980,Hunan,2010,1,28.10833333,113.0416667,80,Litter manipulation,Double litter,Subtropical,Forest,Managed,Evergreen,17.2,1450,564,Rs,-1.088237023
981,Forest Ecosystem Open Research Station of Changbai Mountains,2004,1,42.4,128.4666667,738,None,None,Temperate,Forest,Natural,Mixed,3.5,732,737.94,Rs,-2.232085963
982,Tianlong Mountain Natural Reserve,2006,3,37.73333333,112.3666667,1443,None,None,Temperate,Forest,Natural,Evergreen,10,478,962.5,Rs,-2.049389621
983,Tianlong Mountain Natural Reserve,2006,3,37.73333333,112.3666667,1443,None,None,Temperate,Forest,Natural,Evergreen,10,478,1027.5,Rs,-2.049389621
984,Tianlong Mountain Natural Reserve,2006,3,37.73333333,112.3666667,1442,None,None,Temperate,Forest,Natural,Evergreen,10,478,1166.5,Rs,-2.049389621
985,Bingla Mountain Forest Ecological Station,2010,1,42.5,125,,Plantation,Larix olgensis Herry  plantation,Temperate,Forest,Managed,Deciduous,6.2,669.6,617,Rs,-1.758113712
986,Bingla Mountain Forest Ecological Station,2011,1,42.5,125,,Plantation,Larix olgensis Herry  plantation,Temperate,Forest,Managed,Deciduous,6.2,669.6,521,Rs,-1.529476672
987,,2011,1,30.41666667,120.4333333,200,None,None,Subtropical,Forest,Natural,Deciduous,15.9,1450,755,Rs,-2.100780554
988,,2011,1,30.41666667,120.4333333,200,None,None,Subtropical,Forest,Natural,Deciduous,15.9,1450,978,Rs,-2.100780554
989,,2011,1,30.41666667,120.4333333,200,None,None,Subtropical,Forest,Natural,Deciduous,15.9,1450,1110,Rs,-2.100780554
990,,2011,1,30.41666667,120.4333333,200,None,None,Subtropical,Forest,Natural,Deciduous,15.9,1450,1138,Rs,-2.100780554
991,Shankou Township,2011,1,30.23333333,119.7,,Fertilized,,Subtropical,Cropland,Managed,Deciduous,15.8,1629,1238,Rs,-2.215852362
992,Shankou Township,2011,1,30.23333333,119.7,,Fertilized,,Subtropical,Forest,Managed,Deciduous,15.8,1629,946,Rs,-2.215852362
993,Shapotou,2007,1.5,32.53333333,105.0333333,1300,None,None,Temperate,Desert,Natural,Deciduous,10,186,33,Rs,-2.105479311
994,Shapotou,2007,1.5,32.53333333,105.0333333,1300,None,None,Temperate,Desert,Natural,Deciduous,10,186,106,Rs,-2.105479311
995,Dongtan of Chongming Island,2011,1,31.63333333,121.9666667,,None,None,Temperate,Wetland,Natural,Deciduous,15.3,1003.7,1200,Rs,-1.919249487
996,Dongtan of Chongming Island,2011,1,31.63333333,121.9666667,,None,None,Temperate,Wetland,Natural,Deciduous,15.3,1003.7,1347,Rs,-1.919249487
997,Dongtan of Chongming Island,2011,1,31.63333333,121.9666667,,None,None,Temperate,Wetland,Natural,Deciduous,15.3,1003.7,976,Rs,-1.919249487
998,Chongming Island,2011,2.5,31.63333333,121.9666667,,None,None,Temperate,Wetland,Natural,Deciduous,15.3,1003.7,1105,Rs,-1.919249487
999,Chongming Island,2011,2.5,31.63333333,121.9666667,,None,None,Temperate,Wetland,Natural,Deciduous,15.3,1003.7,995,Rs,-1.919249487
1000,Tianmu Mountain,2011,1,30.2,119.23,,None,None,Temperate,Forest,Natural,Evergreen,15.8,1400,571,Rs,-2.209817183
1001,Tianmu Mountain,2011,1,30.2,119.23,,None,None,Temperate,Forest,Natural,Evergreen,15.8,1400,537,Rs,-2.209817183
1002,Tianmu Mountain,2011,1,30.2,119.23,,None,None,Temperate,Forest,Natural,Evergreen,15.8,1400,677,Rs,-2.209817183
1003,Tiantong National Forest Park,2012,1.5,29.86666667,121.65,200,None,None,Subtropical,Forest,Natural,Evergreen,16,1374,946,Rs,-1.363780768
1004,Tiantong National Forest Park,2012,1.5,29.86666667,121.65,200,None,None,Subtropical,Forest,Natural,Evergreen,16,1374,1324.4,Rs,-1.363780768
1005,Tiantong National Forest Park,2012,1.5,29.86666667,121.65,200,None,None,Subtropical,Forest,Natural,Evergreen,16,1374,1135.2,Rs,-1.363780768
1006,Dagangshan Forest Ecological Research Station,2010,1,27.67,114.625,260,Plantation,Cunninghamia lanceolata plantation,Subtropical,Forest,Managed,Evergreen,16.8,1590,120,Rs,-1.059993316
1007,Dagangshan Forest Ecological Research Station,2010,1,27.67,114.625,290,Plantation,Cunninghamia lanceolata plantation,Subtropical,Forest,Managed,Evergreen,16.8,1590,55,Rs,-1.059993316
1008,Dagangshan Forest Ecological Research Station,2010,1,27.67,114.625,298,Plantation,Cunninghamia lanceolata plantation,Subtropical,Forest,Managed,Evergreen,16.8,1590,90,Rs,-1.059993316
1009,Dagangshan Forest Ecological Research Station,2010,1,27.67,114.625,280,Plantation,Cunninghamia lanceolata plantation,Subtropical,Forest,Managed,Evergreen,16.8,1590,90,Rs,-1.059993316
1010,Xiayang forest farm,2012,1,26.8,117.9666667,,Plantation,,Subtropical,Forest,Managed,Evergreen,19.5,1653,721,Rs,-1.149788762
1011,,2013,1,30.23333333,119.7,175,Fertilized,,Subtropical,Forest,Managed,Deciduous,15.8,1422,478,Rs,-1.548926622
1012,,2013,1,30.23333333,119.7,175,Fertilized,7.25 t/ha,Subtropical,Forest,Managed,Deciduous,15.8,1422,645,Rs,-1.548926622
1013,,2013,1,30.23333333,119.7,175,Fertilized,5 t/ha,Subtropical,Forest,Managed,Deciduous,15.8,1422,516,Rs,-1.548926622
1014,Heshan,2009,2,22.56666667,112.8333333,,Thinned,,Subtropical,Cropland,Managed,Evergreen,22.5,1534,380,Rs,-1.939439396
1015,Heshan,2009,2,22.56666667,112.8333333,,Thinned,,Subtropical,Cropland,Managed,Evergreen,22.5,1534,455,Rs,-1.939439396
1016,Heshan,2009,2,22.56666667,112.8333333,,Girdling,,Subtropical,Cropland,Managed,Evergreen,22.5,1534,856,Rs,-1.939439396
1017,Heshan,2009,2,22.56666667,112.8333333,,Girdling,,Subtropical,Cropland,Managed,Evergreen,22.5,1534,670,Rs,-1.939439396
1018,Bajia Suburban Park,2013,1,40.08333333,116.4166667,,None,None,Tropical,Forest,Natural,Evergreen,15,622.6,1462,Rs,-1.675627003
1019,Mt. Gonglushan,2013,4,36.39,109.5255,1395,None,None,Subtropical,Forest,Natural,Deciduous,10.1,504.7,979,Rs,-1.913045472
1020,Mt. Gonglushan,2013,4,36.39,109.5255,1320,None,None,Subtropical,Forest,Natural,Deciduous,10.1,504.7,956,Rs,-1.913045472
1021,Mt. Gonglushan,2013,4,36.39,109.5255,1245,None,None,Subtropical,Forest,Natural,Deciduous,10.1,504.7,1027,Rs,-1.913045472
1022,Guangxi Youyiguan Forest Ecosystem Research Station,2014,1,22.08,106.8,,Plantation,C. hystrix plantation,Subtropical,Forest,Managed,Evergreen,22.3,1300,1816,Rs,-1.870854049
1023,Guangxi Youyiguan Forest Ecosystem Research Station,2014,1,22.08,106.8,,Plantation,C. hystrix plantation,Subtropical,Forest,Managed,Evergreen,22.3,1300,1835,Rs,-1.870854049
1024,,2005,1,42.18,116.8,1324,None,None,Temperate,Grassland,Natural,Evergreen,2.4,375,833,Rs,-1.647348573
1025,,2005,1,42.18,116.8,1324,None,None,Temperate,Grassland,Natural,Evergreen,2.4,375,851,Rs,-1.647348573
1026,,2005,1,42.18,116.8,1324,None,None,Temperate,Grassland,Natural,Evergreen,2.4,375,814,Rs,-1.647348573
1027,,2005,1,42.18,116.8,1324,None,None,Temperate,Grassland,Natural,Evergreen,2.4,375,662,Rs,-1.647348573
1028,,2006,1,42.18,116.8,1324,None,None,Temperate,Grassland,Natural,Evergreen,2.4,375,908,Rs,-2.011757806
1029,,2006,1,42.18,116.8,1324,None,None,Temperate,Grassland,Natural,Evergreen,2.4,375,1041,Rs,-2.011757806
1030,,2006,1,42.18,116.8,1324,None,None,Temperate,Grassland,Natural,Evergreen,2.4,375,1003,Rs,-2.011757806
1031,,2006,1,42.18,116.8,1324,None,None,Temperate,Grassland,Natural,Evergreen,2.4,375,984,Rs,-2.011757806
1032,,2007,1,42.18,116.8,1324,None,None,Temperate,Grassland,Natural,Evergreen,2.4,375,587,Rs,-2.065261431
1033,,2007,1,42.18,116.8,1324,None,None,Temperate,Grassland,Natural,Evergreen,2.4,375,814,Rs,-2.065261431
1034,,2007,1,42.18,116.8,1324,None,None,Temperate,Grassland,Natural,Evergreen,2.4,375,568,Rs,-2.065261431
1035,,2007,1,42.18,116.8,1324,None,None,Temperate,Grassland,Natural,Evergreen,2.4,375,605,Rs,-2.065261431
1036,,2008,1,42.18,116.8,1324,None,None,Temperate,Grassland,Natural,Evergreen,2.4,375,870,Rs,-1.554635401
1037,,2008,1,42.18,116.8,1324,None,None,Temperate,Grassland,Natural,Evergreen,2.4,375,1060,Rs,-1.554635401
1038,,2008,1,42.18,116.8,1324,None,None,Temperate,Grassland,Natural,Evergreen,2.4,375,851,Rs,-1.554635401
1039,,2008,1,42.18,116.8,1324,None,None,Temperate,Grassland,Natural,Evergreen,2.4,375,889,Rs,-1.554635401
1040,,2009,1,42.18,116.8,1324,None,None,Temperate,Grassland,Natural,Evergreen,2.4,375,596,Rs,-2.104346982
1041,,2009,1,42.18,116.8,1324,None,None,Temperate,Grassland,Natural,Evergreen,2.4,375,833,Rs,-2.104346982
1042,,2009,1,42.18,116.8,1324,None,None,Temperate,Grassland,Natural,Evergreen,2.4,375,492,Rs,-2.104346982
1043,,2009,1,42.18,116.8,1324,None,None,Temperate,Grassland,Natural,Evergreen,2.4,375,587,Rs,-2.104346982
1044,,2010,1,42.18,116.8,1324,None,None,Temperate,Grassland,Natural,Evergreen,2.4,375,605,Rs,-1.703186691
1045,,2010,1,42.18,116.8,1324,None,None,Temperate,Grassland,Natural,Evergreen,2.4,375,984,Rs,-1.703186691
1046,,2010,1,42.18,116.8,1324,None,None,Temperate,Grassland,Natural,Evergreen,2.4,375,643,Rs,-1.703186691
1047,,2010,1,42.18,116.8,1324,None,None,Temperate,Grassland,Natural,Evergreen,2.4,375,795,Rs,-1.703186691
1048,,2011,1,42.18,116.8,1324,None,None,Temperate,Grassland,Natural,Evergreen,2.4,375,719,Rs,-1.732267949
1049,,2011,1,42.18,116.8,1324,None,None,Temperate,Grassland,Natural,Evergreen,2.4,375,1022,Rs,-1.732267949
1050,,2011,1,42.18,116.8,1324,None,None,Temperate,Grassland,Natural,Evergreen,2.4,375,700,Rs,-1.732267949
1051,,2011,1,42.18,116.8,1324,None,None,Temperate,Grassland,Natural,Evergreen,2.4,375,700,Rs,-1.732267949
1052,,2012,1,42.18,116.8,1324,None,None,Temperate,Grassland,Natural,Evergreen,2.4,375,473,Rs,-1.925669303
1053,,2012,1,42.18,116.8,1324,None,None,Temperate,Grassland,Natural,Evergreen,2.4,375,530,Rs,-1.925669303
1054,,2012,1,42.18,116.8,1324,None,None,Temperate,Grassland,Natural,Evergreen,2.4,375,397,Rs,-1.925669303
1055,,2012,1,42.18,116.8,1324,None,None,Temperate,Grassland,Natural,Evergreen,2.4,375,416,Rs,-1.925669303
1056,,2013,1,42.18,116.8,1324,None,None,Temperate,Grassland,Natural,Evergreen,2.4,375,889,Rs,-1.867570597
1057,,2013,1,42.18,116.8,1324,None,None,Temperate,Grassland,Natural,Evergreen,2.4,375,1135,Rs,-1.867570597
1058,,2013,1,42.18,116.8,1324,None,None,Temperate,Grassland,Natural,Evergreen,2.4,375,814,Rs,-1.867570597
1059,,2013,1,42.18,116.8,1324,None,None,Temperate,Grassland,Natural,Evergreen,2.4,375,795,Rs,-1.867570597
1060,Hongyuan County,2009,1,32.47,102.55,3500,None,None,Boreal,Grassland,Natural,Deciduous,0.8,749,2198,Rs,-1.654430156
1061,Hongyuan County,2009,1,32.47,102.55,3500,None,None,Boreal,Grassland,Natural,Deciduous,0.8,749,1561,Rs,-1.654430156
